,Phrase,Counts,Freq,N,tf_idf
588,"('imm', 'gleich')",136,8,15,85.49077768144288
592,"('hoh', 'million')",136,8,15,85.49077768144288
812,"('darauf', 'verzicht')",112,7,15,85.35968582925243
419,"('kommission', 'rat')",167,9,15,85.30787916892045
420,"('kommission', 'empfiehlt')",167,9,15,85.30787916892045
1110,"('muss', 'wiss')",93,6,15,85.21503806429642
1122,"('nehm', 'muss')",93,6,15,85.21503806429642
1127,"('konzept', 'mehrheit')",93,6,15,85.21503806429642
288,"('mensch', 'land')",210,10,15,85.14767270271452
291,"('grund', 'warum')",209,10,15,84.74220759460636
823,"('darauf', 'hinzuweis')",111,7,15,84.59754577720554
2041,"('mocht', 'kommission')",64,4,15,84.59237375886845
2053,"('unterstutzt', 'cvpfraktion')",64,4,15,84.59237375886845
2063,"('hoh', 'fachschul')",64,4,15,84.59237375886845
294,"('unabhang', 'davon')",208,10,15,84.3367424864982
422,"('artikel', 'artikel')",165,9,15,84.28622792138847
423,"('wurd', 'ja')",165,9,15,84.28622792138847
597,"('mitarbeiterinn', 'mitarbeit')",134,8,15,84.23356036259813
599,"('ja', 'gut')",134,8,15,84.23356036259813
297,"('darub', 'hinaus')",207,10,15,83.93127737839002
830,"('zwei', 'grund')",110,7,15,83.83540572515864
833,"('kompetenz', 'kanton')",110,7,15,83.83540572515864
426,"('davon', 'uberzeugt')",164,9,15,83.77540229762248
428,"('darub', 'diskuti')",164,9,15,83.77540229762248
602,"('beantragt', 'einstimm')",133,8,15,83.60495170317576
298,"('mindest', 'prozent')",206,10,15,83.52581227028186
1167,"('komm', 'sag')",91,6,15,83.38245660054811
435,"('sech', 'monat')",163,9,15,83.26457667385648
